userID,recipe,rating
U1024,Elaneer Rasam Recipe - Tender Coconut Rasam,1
U1024,Loaded Baked Potato French Fries Recipe,1
U1024,Pear and Apple Coleslaw Recipe,1
U1024,Eggless Checker Board Cookies Recipe,2
U1024,Microwaved Egg-Omelette-In-A-Mug Recipe,2
U1024,Strawberry Salsa Recipe,2
U1024,Goan Chana Ros Recipe (White Peas Curry),1
U1024,Chow Chow Thakkali Kootu Recipe - Chayote Squash In Dal Coconut Curry,1
U1024,Suran Ki Sabzi Recipe - Jimikand Masala Vegetable Recipe,1
U1024,Bread Halwa Recipe,1
U1024,Gujarati Dhokla Pizza Recipe,1
U1024,Veechu Parotta Or Ceylon Parotta Recipe,1
U1024,"Ginger, Lemon And Honey Kadha Recipe",1
U1132,Nagaland Style Pumpkin Oambal Recipe,1
U1132,Hunan Style Smacked Cucumber Pickles Recipe,2
U1132,Karnataka Style Avarekalu Huli Saru Recipe (Field Beans in a Coconut based Gravy Recipe),2
U1132,Eggplant Rolls Recipe,2
U1132,Homemade Idli Dosa Batter Recipe,1
U1132,Hyderabadi Shahi Mixed Vegetable Curry Recipe,2
U1132,Ulundhu Kali Recipe (Urad Dal Sweet),2
U1132,Fresh Apple Bundt Cake Recipe,1
U1132,Bharwa Baingan Aur Pyaaz Ki Sabzi Recipe - Roz Ka Khana With Figaro Olive Oil,1
U1132,Hari Dhania Ki Sabzi ( Fresh Coriander leaves Dry Curry) Recipe,2
U1005,Butternut Squash And Carrot Soup Recipe,1
U1005,Simple Peruvian (Mayocoba) Beans Salad Recipe,2
U1005,Spicy Peanut Butter Recipe,1
U1005,Haryali Seekh Kebab Recipe,2
U1005,Thulli Recipe (Broken Wheat Halwa),1
U1005,Mint Chutney Pasta Recipe - Pasta In Pudina Chutney Sauce Recipe,1
U1005,Jal Jeera Recipe - Indian Spiced Lemonade,0
U1005,Kimami Sewai Recipe,2
U1005,Fresh Fruit Bowl Recipe,2
U1120,Chettinad Style Pepper Mushroom Recipe,0
U1120,Wheat Grass Shikanji - Wheat Grass Lemonade Recipe,1
U1120,Dahi Suran Ki Sabzi Recipe (Stir Fried Yam in Dry Yogurt Curry Recipe),1
U1120,Methi Chaman Recipe -Paneer In Dark Leafy Greens Based Gravy,1
U1120,Pudina Rice Recipe,0
U1004,Garlic Spaghetti with Roasted Red Bell Pepper Sauce Recipe (Vegan),1
U1004,Crispy Oven Roasted Curried Chickpeas Recipe,2
U1004,Thai Style Steamed Buns Recipe,2
U1120,Banana Pomegranate Raita Recipe - Kela Anar Raita,2
U1004,Andhra Style Alam Pachadi Recipe - Adrak Chutney (Recipe),2
U1120,Maharashtrian Achar Ka Masala (Pickle Mix Recipe),1
U1004,Kakrar Jhal Recipe - Bengali Style Crab Curry,2
U1120,Tea Spiced Nuts Recipe (Skillet Roasted),2
U1077, Raw Mango Carrot Cucumber Salad Recipe With Peanuts,0
U1120,Caramel Folded Plum Cake Recipe,2
U1037,"Raw Papaya, Apple & Carrot Salad Recipe",2
U1037,Kerala Kadala Curry Recipe - Spicy Chickpeas in Coconut Curry,0
U1037,Kesar Mango Lassi Recipe - Saffron Mango Lassi Recipe,0
U1037,Barnyard Millet And Mushroom Cutlet Recipe,0
U1037,Jalapeno Potato Cheese Balls Recipe With Four Pepper Cheese Dip,2
U1037,Shrewsbury Cookies Recipe (Butter Cookies),1
U1037,Pineapple Ladoo Recipe,2
U1035,Curry Fried Quinoa Rice Recipe,2
U1035,Karela Dahi Puri Recipe - A Chatpata Chaat Made From Bitter Gourd,2
U1035,Scrambled Tofu Noodles Recipe,2
U1052,Moong Dal Ghughra Recipe (Gujiya / Karanji),1
U1036,Goan Style Frango Vera Recipe - Chicken Vera,1
U1036,Tamil Nadu Style Potato Masiyal Recipe (South Indian Style Aloo Masala),2
U1036,Avarakkai Poricha Kootu Recipe - Broad Beans Kootu Recipe,2
U1036,Haryali Seekh Kebab Recipe,2
U1036,Carrot Tadka Raita Recipe- Crunchy Grated Carrot In Yogurt,2
U1036,Pudina Rasam Recipe - Mint Leaves Rasam,2
U1036,Vegan Mango Lassi Recipe,2
U1036,Avocado Cheese Chilli Toast Recipe,2
U1036,High Protein Broccoli and Dill Stuffed Paratha Recipe,2
U1036,Roasted Cauliflower Salad With Quinoa & Garlic Yogurt Recipe,2
U1036,Kashmiri Style Al Rogan Josh Recipe- Pumpkin In Red Curry,0
U1036,Warqi Paratha Recipe,2
U1038,Olya Kaju Chi Amti Recipe - Malvani Cashew Nut Curry,1
U1038,Egg Shoap Recipe | Assamese Appetizer,0
U1038,Homemade Vada Pav Recipe With Cheesy Aloo Vada,0
U1038,Aloo & Nariyal Ki Kachori Recipe (Pan Fried Farali Aloo Vada),1
U1038,Lau's Peel Fried Recipe - Bottle Guard Peel Steam Free,2
U1071,Gorikayi Palya Recipe - Karnataka Style Gawar Phali Sabzi,2
U1071,Kela Matar ki Sabzi Recipe - Raw Banana Green Peas Stir Fry,2
U1071,Karnataka Style Bassaru Recipe - Dill flavored Coconut Rasam,2
U1071,Lilve Ki Sabzi Recipe (Green Chickpea Curry),1
U1071,Chicken Chops Recipe,2
U1071,Palak Tambuli Recipe (Udupi Style Spinach Tambli),2
U1071,"Mango, Avocado And Chickpea Salad Recipe",2
U1071,Watalappan Recipe - Steamed Egg Pudding With Jaggery,2
U1071,Sweet & Spicy Raw Papaya Moongphali Ki Sabzi Recipe,1
U1071,One Pot Pav Bhaji Recipe Using Preethi Electric Pressure Cooker,2
U1071,Mix Vegetable Risotto Recipe,2
U1071,Whole Wheat Buttermilk Banana Pancakes Recipes,2
U1071,Pineapple Ladoo Recipe,2
U1114,Stir Fried Water Chestnuts Recipe,0
U1084,Methi Lachha Paratha Recipe,1
U1084,Chocolate Cheese Gujiya Recipe,2
U1084,Bruschetta With Coriander Mint Pesto And Red Bell Peppers Recipe,2
U1084,Kathiyawadi Stuffed Onion Recipe,2
U1084,Sagu Masala Dosa Recipe,2
U1084,Mango Sago Kheer Recipe - Sabudana Kheer With Mangoes,2
U1084,Burnt Garlic Pasta with Mushroom Recipe,2
U1084,Spinach Oats Vada Recipe,2
U1084,Dal Tadka Recipe - Dal Tadka Recipe Flavored With Lemon And Coriander,2
U1084,Vegetarian Thai Green Curry With Tofu Recipe,1
U1049,Steamed Bafauri Recipe (Bhojpuri Style Steamed Chana Dal Balls),0
U1049,Maharashtrian Chavali Chi Usal Recipe - Black Eyed Peas Curry,0
U1019,Apple Upside Down Cake Recipe,0
U1019,Idli Manchurian Recipe With Oriental Twist,0
U1019,"Watermelon, Chena, Cucumber With Soy Dressing Recipe",0
U1019,Jain Style Corn Palak - Jain Style Corn Palak (Recipe In Hindi),0
U1069,Low Pot Alo Ponda Recipe - Matte's Pit Paneer Pan,0
U1069,Thai Baked Chicken Satay Recipe With Thai Peanut Sauce,0
U1069,Goan Style Caldinho de Abobora Branca Recipe (Mild Curry of white Pumpkin),0
U1069,Cheesy Potato Peas Potli Recipe,0
U1069,Spinach And Paneer Samosa Recipe With Figaro Pure Olive Oil,0
U1069,Sprouted Ragi Chicken Cutlet Recipe,0
U1069,North Indian Style Mushroom Matar Masala Recipe,0
U1069,Homemade Spicy Ramen with Tofu Recipe,1
U1069,Vietnamese Rice Pocket Recipe With Caramelised Onions & Chillies,0
U1113,Instant Masala Beans Idli Recipe,1
U1113,Fish Fry Recipe - Kerala Style Fish Split,2
U1113,Lemon Chicken Chicken Recipe - Chicken with Gandharaja Lemon & Green Chili,1
U1113,Baked Banana Chips Recipe,0
U1113,Mango Kalakand Recipe,1
U1113,Karnataka Steel Awarekai Upma Recipe,2
U1113,Crispy Fried Kurkuri Bhindi Recipe Spiced With Cumin & Chaat Masala,0
U1113,Patra Ni Machi Recipe - Fish Cooked In Banana Leaf,0
U1104,Cheesy Loaded Veggie Nachos Recipes,0
U1104,Spinach Soft Shell Taco Stuffed with Cabbage Slaw Salad Recipe,1
U1104,Ammini Kozhukattai (Rice Flour Dumplings) Recipe,2
U1104,Mushroom And Bok Choy Stir Fry Recipe,2
U1104,Spicy Chicken Curry Recipe In Naga Style,1
U1106,Palak Paneer Bhurji Recipe - Palak Paneer Bhurji Recipe,0
U1106,Mughlai Style Aloo Matar Gobi Gravy Recipe,0
U1104,Pudina Sooji & Oats Dhokla Recipe - Steamed Semolina Cake With Oats & Mint Leaves,1
U1106,Baked Vegetable Salad Recipe,0
U1106,Gil-E-Firdaus Recipe (Creamy & Sweet Bottlegourd Pudding),2
U1104,Vegetable Paella Recipe (Spanish Style Vegetable Rice),1
U1106,Mangalorean Style Bafat Pito Recipe-Bafat/Bafad Spice Mix Powder,0
U1104,Tea Spiced Nuts Recipe (Skillet Roasted),2
U1104,Kaju Pakoda Recipe (Cashew Nut Fritters),2
U1106,Paprika Chicken Skewers Recipe,2
U1104,Heerekai Sippe Chutney Recipe (Ridge Gourd Peel Chutney),1
U1106,Parsi Steel Chas Payelo Sakarkand Recipe,2
U1106,Bengali Style Hilsa Fish In Poppy Seeds & Yogurt Curry Recipe,2
U1052,American Perugu Pachadi Recipe -Raw Mango Yogurt Pachadi,2
U1106,Chikkudukaya Vepudu Recipe-Broad Beans Masala Poriyal,2
U1106,Churma Ladoo Recipe - Atta/Whole Wheat Ladoo,2
U1104,Chilli Baby Corn (Manchurian) Recipe,1
U1106, Apple Onion Chutney (Recipe In Hindi),2
U1106,Bengali Kosha Mangsho Recipe-Slow Cooked Mutton Curry,2
U1106,Buckwheat Crepe Recipe with Fruit Compote,2
U1106,Eggless Date And Cashew Cake Recipe,2
U1106,Dairy Free Balsamic Strawberry Ice-cream Recipe,2
U1052,Whole Wheat Buttermilk Banana Pancakes Recipes,2
U1052,Quick Prawn Tikka Masala Recipe,1
U1104,Sutlac Recipe - Rose Infused Turkish Rice Pudding,1
U1079,Karnataka Style Set Dosa Recipe,2
U1079, Easy Creamy Chicken Curry Recipe,1
U1079,Carrot Lemon Rice Recipe,2
U1079,Bloomed Potato Cheesy Muffins Recipe,1
U1045,Pappu Chekkalu Recipe - Andhra Style Spiced Rice Cracker,2
U1045,Ginger Garlic Chicken Recipe,0
U1045,Pavlova Recipe With Strawberries,1
U1045,Durg Style Mushroom Curry Recipe - Coorg Style Mushroom Curry Recipe,2
U1045,Andhra Vankaya Fry Recipe With Peanuts - Brinjal Peanut Sabzi,0
U1045,Oats and Vegetable Kebab Recipe - Oats and Vegetable Kebab Recipe,1
U1045,Punjabi Choori Recipe (Sweet Crumbled Rotis),1
U1045, Senai Kizhangu Varuval Recipe,2
U1045,Mexican Chicken Soup Recipe,2
U1045,Homemade Spring Roll Wrapper Recipe,1
U1009,Mexican Style Omelette With Avocado Dressing Recipe,1
U1009,Mee Bakso Recipe - Indonesian Meatball Noodle Soup,2
U1009,Masoor Dal and Rajma Masala Recipe,1
U1009,Pudlangai Porial Recipe - Snake Gourd Porial Recipe,2
U1009,Cauliflower Tortilla Recipe,2
U1009,Grilled Aubergines with Tzatziki Sauce Recipe,1
U1009,Sindhi Dal Pakwan Recipe - A Delicious Sindhi Breakfast,2
U1009,Traditional Whole Gobi Musallam Recipe,1
U1009,Coorg Style Kaad Manga Curry Recipe -Sweet & Spicy Mango Curry,2
U1009,Phalguni Dal Recipe - Phalguni Dal Recipe,0
U1009,Ridge Gourd Peel Chutney Recipe,1
U1016,Sarson Ka Saag Recipe - Classic North Indian Saag Recipe,2
U1016,Spinach Ricotta Balls in Garlic Tomato Basil Sauce Recipe,1
U1016,"Beetroot, Carrot and Cucumber Salad Recipe - Beetroot, Carrot & Cucumber Salad with Peanuts Recipe",2
U1016,Gujarati Lasaniya Batata Recipe - Garlic Potato Curry,2
U1016,Malida Recipe (Healthy Whole Wheat Afghan Sweet),2
U1016,Green Moong Dal Cheela Recipe - Savory Green Mung Bean Pancakes,2
U1016,Hummus Flavoured With Garlic Recipe,2
U1016,Spicy Aloo Naan Recipe,2
U1016,Whole Wheat Onion Stuffed Kulcha Recipe,2
U1016,Whole Wheat Strawberry Banana Muffins Recipe,2
U1016,Manda Pitha Recipe-Orissa Style Steamed Rice Flour Dumplings,2
U1016,Konkani Style Vali Bendi Recipe-Malabar Spinach Curry,2
U1016,Sepu Vadi Recipe (Himachali Split Urad Dal Dumplings In Spinach Gravy),2
U1047,Paneer Makhana Gulgule Chaat Recipe - No Onion No Garlic,0
U1047,Rajasthani Mirchi Bada Recipe - Chilli Fritters,0
U1047,Dhaba Style Tomato Chutney Recipe,0
U1095,Carrot Ginger Juice Recipe,1
U1095,Calcutta Style Chicken Biryani Recipe,2
U1095,Semolina Gujiya Recipe,1
U1034,Chocolate And Semolina Halwa Recipe,1
U1095,Open Burger with Vegetable Patty Recipe,1
U1034,Mushroom Baby Corn Kaalimirri Recipe - Pepper Cashew Gravy,0
U1034,Green Pea Pakoras Recipe - Green Pea Freighters,1
U1095,Baingan Sarson Ka Saag Recipe,2
U1095,Arbi Ajwain Ki Sabzi Recipe (Roasted Colocasia Stir Fry With Ajwain),1
U1095,Oats Chivda Recipe- Oats Poha Mixture- No Onion No Garlic,2
U1007,Aamras Ki Kadhi Recipe - Mango Kadhi Recipe,1
U1007,Potato & Basil Frittata Recipe,1
U1095,Zucchini Keerai Thogayal Recipe - South Indian Tangy Spinach and Zucchini Chutney,1
U1095,Seer Fish Fry Recipe,2
U1095,Nutty Oats and Berry Truffle Recipe,2
U1007,Chinese Darsaan Recipe With Ice Cream,1
U1007,Thatte Idli Recipe,1
U1007, Carrot Capsicum Poriyal Recipe,0
U1007,Rice Pudding Recipe (Bengali Style Rice Pudding),1
U1007,Beetroot Paneer Curry Recipe In Coconut Milk - Beet Paneer Curry Recipe,1
U1078,Chichinda Ki Sabzi Recipe -Uttar Pradesh Style Snake Gourd Stir Fry,1
U1099,Tamil Nadu Style Milagu Thattai Recipe (Peppered Dal-Rice Fritters),1
U1099,Thekera Tenga Recipe,2
U1008,Spinach Egg Muffins Recipe,1
U1008,Raw Mango Prawns Curry Recipe,1
U1099,Kashmiri Saag Recipe - Kashmiri Style Spinach / Palak,2
U1099,Indian Style Kala Chana Salad Recipe,0
U1008,Kerala Chicken Curry Recipe,2
U1099,Hunan Style Sweet Sour Chicken Recipe,1
U1008,Baale Dindu Kadale Palya - Banana Stem Curry With Chickpeas Recipe,1
U1008,Chettinad Style Potato Kara Kuzhambu Recipe,1
U1099,Hariyali Mutton Curry Recipe,1
U1008,Makki Ki Puri Recipe - complete recipe of Makki,1
U1099,Baby Corn Carrot Sabzi Recipe,1
U1008,Spicy Chickpeas Aloo Salad Chaat Recipe,1
U1099,Spicy Rice Stuffed Paratha Recipe,0
U1099,Pasta Salad With Broccoli & Feta Cheese Recipe,2
U1099,Kara Sevai Recipe (Lemon Vermicelli),1
U1008,Drumstick Spinach Fry Recipe - Moringa Aloe Sabiji,1
U1008,Masala Palak Bhurji Recipe,1
U1099,Delhi Style Fruit Chaat Recipe -Homemade Kulle Chaat Of North India,1
U1040,Karwar Style Surana Bhaji Recipe - Hot and Sour Yam Dry Curry,1
U1040,Odia Style Chuin Aloo Besara Recipe-Potato & Drumsticks Fry In Mustard Paste,1
U1040,Tomatoes Stuffed With Mint Mayo And Paneer Recipe,2
U1040,Matar Paneer Galette Recipe,1
U1121,Grilled Paneer Mint Salad Recipe With Pickled Onions & Pomegranates,0
U1110,Peanut Garlic Chutney Powder Recipe,1
U1110,Amaranth Leaves Khichdi Recipe,2
U1110,Gobhi Ke Kofte Recipe,2
U1110,Tangy Raw Beetroot & Tomato Chutney Recipe,2
U1121,Mixed Vegetable Sagu Recipe - Karnataka Style Vegetable Kurma Recipe,2
U1121,Himachali Khatta Recipe (Tangy Black Chickpea Curry),2
U1121," Rava Upma Recipe With Peanuts, Peas & Corn",2
U1042,Ice Wine Panna Cotta Recipe,2
U1042,Andhra Style Cucumbers / Caramel Undalu Recipe (Rice Flour Chochonuth Fritters),1
U1042,Orange Zested Shortbread Cookie Recipe (Egg Free/Eggless),2
U1013,Sindhi Kadhi Recipe,1
U1013,Red Velvet Cake Recipe,2
U1013,Sour Sweet Petha Recipe (Yellow Pumpkin Vegetable),1
U1013,Kongunadu Chicken Curry Recipe,1
U1054,Italian Grissini Recipe- Homemade Breadsticks,2
U1054,Pudina Sooji & Oats Dhokla Recipe - Steamed Semolina Cake With Oats & Mint Leaves,2
U1054,Maharashtrian Achar Ka Masala (Pickle Mix Recipe),2
U1054,Nandan Kozhi Recipe  - Kerala Style Chicken Curry,2
U1054,Dal Fara Recipe (Indian Stuffed Lentil Dumplings),2
U1054,Shakarkandi Ka Halwa Recipe (Sweet Potato Halwa),2
U1054,Matki Kala Chana Salad Recipe,2
U1054,Dal Palak Recipe - Dal Palak,2
U1054,Oat Banana Pancakes Recipe,2
U1054,Baby Corn Butter Masala Recipe,1
U1054,Baby Corn Cigar Recipe,2
U1042,Poliyodharai / Puliyogare Recipe (using Millets),2
U1042,Mushroom Caldine Recipe | Vegetarian Goan Mushroom Curry,1
U1111,Green Moong Dal Sundal Recipe - Green Moong Dal Sundal Recipe,2
U1111,Dal And Vegetable Kebab Recipe,2
U1111,Tofu Green Pulao Recipe,1
U1111,"Rava Upma Recipe With Peanuts, Peas & Corn",2
U1111,Saragva Nu Shaak Recipe-Drumstick Masala Sabzi,1
U1037,Ice Tea Sangria Recipe,1
U1111,Name Cucumber Salad Recipe - Quickcomber sausage,2
U1111,Coca Cola Bundt Cake Recipe,2
U1111,Moong Dal Ladoo Recipe,0
U1037,Goan Pumpkin Sabzi Recipe,1
U1111,Baked Mathri Recipe (Non Fried Tea Time Snack),0
U1037,Jhunka Vadi Recipe - North Karnataka/Maharashtrian Speciality,2
U1111,Scrambled Eggs With Ridge Gourd Sabzi Recipe,0
U1111,Whole Wheat Crepe With Eggs And Roasted Peppers Recipe,1
U1037,Sesame Peanut Potato Mix Recipe,1
U1015,Chana Dal & Methi Ki Sabzi (Recipe in Hindi),1
U1015,Chettinad Kathirikai Chops Recipe - Brinjal Curry for Biryani,0
U1015,Bhindi Masala Curry Recipe,0
U1015,Mexican Black Bean Corn Soup Recipe,1
U1015,Mango Shrikhand Taco Recipe - Sweet Mango Yogurt Dip Taco,2
U1015,Aloo Posto Recipe (Potatoes In Poppy Seed Paste),1
U1015,Attirachi Kuzhambu Recipe - Spicy Mutton Gravy,1
U1128,Ginger Brandy Cookie Recipe,0
U1062,Coriander Chicken Roast Recipe,0
U1101,Baked Eggplant Stuffed with Red Lentil Hummus Recipe,1
U1101,Eggless Cake Pops Recipe,2
U1101,Garlic Chickpeas And Spinach Curry Recipe,1
U1101,Fried Artichokes Recipe Flavored With Lemon & Ginger,0
U1101,Khatte Baingan Recipe,1
U1101,Indian Style Tapenade Recipe,2
U1101,Gil-E-Firdaus Recipe (Creamy & Sweet Bottlegourd Pudding),2
U1101,Kothu Kari Kuzhambu Recipe - Mutton Keema Curry,2
U1101,Masala Jowar Bhakri Recipe,2
U1101,Lauki Badi Ki Sabzi Recipe,0
U1001,Fried Artichokes Recipe Flavored With Lemon & Ginger,0
U1001,Whole Wheat Beetroot Paratha Recipe,1
U1001,Watermelon Rasam Recipe,1
U1001,Honey Sesame Chilli Potato Recipe - Indian Chinese Chilli Potato,1
U1001,Jowar Dhani Chivda Recipe,1
U1001,Mutton Keema Recipe,2
U1001,Fresh Mango Salsa Recipe,1
U1135,Oats and Besan Cheela Recipe (High Protein Spiced Crepes),0
U1135,The Oat and Green Moong Dal Pesarattu-Savory Lentil Crepe Recipe,0
U1135,Eggless Nutella Crepes With Strawberries Recipe,0
U1135,Spicy Kiwifruit Salsa & Feta Toasties Recipe,0
U1032,Saffron Cardamom Creme Brulée Recipe,1
U1032,Mamsaam Chops Recipe (Lamb Chops in Black Pepper Gravy),2
U1032,Andhra Style Cucumbers / Caramel Undalu Recipe (Rice Flour Chochonuth Fritters),2
U1032,Senai Potato Curry Recipe - Spicy Chettinad Style Yum Stir Pre,1
U1032,Mooli Gobhi Aur Methi Sabzi Recipe,0
U1032,Red Chilli Thecha - Maharashtrian Style Red Chilli Chutney Recipe,1
U1135,Paneer Pancake Recipe,0
U1135,Tamil Nadu Style Kothamali Aval Upma Recipe - Coriander Poha Recipe,0
U1032,Khatti Meethi Lauki Dal Recipe - Sweet & Spicy Bottle Gourd Dal,1
U1032, Manga Ogre Recipe,1
U1032,Chicken Stuffed Bread Recipe,1
U1135,Strawberry Raita Recipe,0
U1032,Habshi Halwa Recipe,0
U1135,Moroccan Baked Fish Recipe,0
U1135,Andi Unda (Kerala Special Cashew & Rice Balls) Recipe,0
U1135,Creamy Spinach And Potato Breakfast Casserole Recipe,0
U1135,Malpua Recipe with Rabri (A Spiced Indian Pancake with Milk Pudding),0
U1135, Cheesy Potatoes Recipe,0
U1135,Paneer Pancake Recipe,0
U1135,Pineapple Cucumber Salad Recipe With Lemon Dressing,0
U1048,Mozzarella Stuffed Potato Balls Recipe,1
U1048,"Kala Chana Salad Recipe With Carrots, Cucumber & Tomatoes ",2
U1048,Mexican Style Fresh Rajma Bean & Raw Mango Salad Recipe,2
U1048,Kauni Rice Paniyaram Recipe (Fruit Rice Paniyaram Recipe),0
U1048,Gojju Avalakki Recipe - Puli Aval,2
U1048,Vietnamese Rice Pocket Recipe With Caramelised Onions & Chillies,2
U1048,Roasted Carrot & Green Pepper Hummus Recipe,2
U1062,Awadh Style Bakarkhani Roti Recipe ( Thick Spiced Flatbread Recipe ),0
U1062,Steamed Cauliflower Curry Recipe (Healthy Stir Fry),0
U1092,Kuvale Sasam Recipe - Konkani Ash Gourd Curry,1
U1062,Whole Wheat Chocolate Cinnamon Cupcakes Recipe,0
U1092,Arbi Jhol Recipe -Uttar Pradesh Style Colocasia & Lotus Seeds Sabzi,0
U1062,Kesar Shahi Tukda With Rabdi Recipe (Saffron Bread Pudding With Spiced Milk Custard),0
U1092,Turmeric Latte Recipe,0
U1062,Multigrain Crepe Recipe Filled With Spicy Mashed Potatoes,0
U1092,Vendaikai (Okra) Puli Kootu Recipe,1
U1062,Bangaladumpa Thalimpu Recipe - Potato Stir Fry,0
U1062,Chicken Tikka Taco Recipe Topped With Cheesy Garlic Mayo,0
U1092,Zoodles In Creamy Basil Pesto Recipe,2
U1062,Dahi Bhalla Papdi Chaat Recipe,0
U1092,Pahadi Chicken Curry Recipe,1
U1051,Kashmiri Style Yakhni Pulao With Chicken Recipe,1
U1013,Amritsari Fish Gravy Recipe,2
U1085,Braised Pork Belly Recipe,2
U1085,Andhra Style Bendakaya Charu Recipe - Ladies Finger Rasam,0
U1085,Foxtail Millet Idli Recipe - Healthy Indian Diabetic Idli Recipe,2
U1085, Punjabi Style Egg Curry Recipe,2
U1085,"Summer Lettuce Salad with Cucumber, Tomato & Feta Recipe",2
U1109,Karnataka Style Kadle Kaalu Saru Recipe (Black Chickpea Curry Recipe),2
U1109,Paneer Pav Bhaji Recipe - Wholesome Weeknight Dinner,1
U1085,"Peas, Corn & Paneer Savory Hand Pies Recipe",0
U1085,Veg Makhanwala Recipe - North Indian Mixed Vegetables Gravy,2
U1109,Zunka Recipes (Spicy Gram Flour),2
U1085,Tofu Pulao Recipe,0
U1085,Lemon Cherry Berry Spa Water Recipe,2
U1109,Mango Chia Seeds Smoothie Topped with Muesli Recipe,2
U1085,Lemon Grilled Chicken Recipe,2
U1109,Thengai Sadam Recipe (A Quick and Healthy Coconut Rice),2
U1109,Roasted Garlic Potato Soup Recipe,2
U1109,Kerala Style Beetroot Pachadi Recipe,2
U1109,Palak Onion Kadhi Pakora Recipe,2
U1109,Gujarati Sev Tameta Nu Shaak | Sev Tamatar Ki Sabzi Recipe,2
U1109, Palak Chana Dal Recipe,1
U1078,Moolangi Tovve Recipe - Moolangi Tavve Recipe,1
U1078,Sorakkai Paruppu Kuzhambu Recipe - Tamil Nadu Style Lauki Curry,2
U1078,Caramelized Coconut Cake Recipe,2
U1078,Poppetjes Recipe - Sweet Puffy Wheat Dumpling Recipe,2
U1078,Mushroom Tikka Masala Recipe (Mushroom & Bell Peppers In Spicy Tomato Gravy),0
U1078,Gulab Jamun Recipe With Khoya,2
U1019,Kashmiri Style Chokh Vangun Recipe - Baingan Masala,0
U1102,Moong Sprouts Pulao Recipe,2
U1098,Garlic And Pepper Mushroom Stir Fry Recipe,1
U1098,Oven Crisped Burritos with Shredded Chicken Recipe,2
U1098,Chilli Cheese Paratha Recipe,1
U1046,Oat Olives and Broccoli Sandwich Spread Recipe,1
U1122,Jerk Chicken With Rice And Peas Pilaf Recipe,2
